DateSK	FullDateAK	DayNumberOfWeek	DayNameOfWeek	DayNameOfWeekAbbr	DayNumberOfMonth	DayNumberOfYear	WeekNumberOfYear	MonthName	MonthNameAbbr	MonthNumberOfYear	CalendarQuarter	CalendarYear
20070619	6/19/2007	3	Tuesday	Tue	19	170	25	June	Jun	6	2	2007
20070620	6/20/2007	4	Wednesday	Wed	20	171	25	June	Jun	6	2	2007
20070621	6/21/2007	5	Thursday	Thu	21	172	25	June	Jun	6	2	2007
20070622	6/22/2007	6	Friday	Fri	22	173	25	June	Jun	6	2	2007
20070623	6/23/2007	7	Saturday	Sat	23	174	25	June	Jun	6	2	2007
20070624	6/24/2007	1	Sunday	Sun	24	175	26	June	Jun	6	2	2007
20070625	6/25/2007	2	Monday	Mon	25	176	26	June	Jun	6	2	2007
20070626	6/26/2007	3	Tuesday	Tue	26	177	26	June	Jun	6	2	2007
20070627	6/27/2007	4	Wednesday	Wed	27	178	26	June	Jun	6	2	2007
20070628	6/28/2007	5	Thursday	Thu	28	179	26	June	Jun	6	2	2007
20070629	6/29/2007	6	Friday	Fri	29	180	26	June	Jun	6	2	2007
20070630	6/30/2007	7	Saturday	Sat	30	181	26	June	Jun	6	2	2007
20070701	7/1/2007	1	Sunday	Sun	1	182	27	July	Jul	7	3	2007
20070702	7/2/2007	2	Monday	Mon	2	183	27	July	Jul	7	3	2007
20070703	7/3/2007	3	Tuesday	Tue	3	184	27	July	Jul	7	3	2007
20070704	7/4/2007	4	Wednesday	Wed	4	185	27	July	Jul	7	3	2007
20070705	7/5/2007	5	Thursday	Thu	5	186	27	July	Jul	7	3	2007
20070706	7/6/2007	6	Friday	Fri	6	187	27	July	Jul	7	3	2007
20070707	7/7/2007	7	Saturday	Sat	7	188	27	July	Jul	7	3	2007
20070708	7/8/2007	1	Sunday	Sun	8	189	28	July	Jul	7	3	2007
20070709	7/9/2007	2	Monday	Mon	9	190	28	July	Jul	7	3	2007
20070710	7/10/2007	3	Tuesday	Tue	10	191	28	July	Jul	7	3	2007
20070711	7/11/2007	4	Wednesday	Wed	11	192	28	July	Jul	7	3	2007
20070712	7/12/2007	5	Thursday	Thu	12	193	28	July	Jul	7	3	2007
20070713	7/13/2007	6	Friday	Fri	13	194	28	July	Jul	7	3	2007
20070714	7/14/2007	7	Saturday	Sat	14	195	28	July	Jul	7	3	2007
20070715	7/15/2007	1	Sunday	Sun	15	196	29	July	Jul	7	3	2007
20070716	7/16/2007	2	Monday	Mon	16	197	29	July	Jul	7	3	2007
20070717	7/17/2007	3	Tuesday	Tue	17	198	29	July	Jul	7	3	2007
20070718	7/18/2007	4	Wednesday	Wed	18	199	29	July	Jul	7	3	2007
20070719	7/19/2007	5	Thursday	Thu	19	200	29	July	Jul	7	3	2007
20070720	7/20/2007	6	Friday	Fri	20	201	29	July	Jul	7	3	2007
20070721	7/21/2007	7	Saturday	Sat	21	202	29	July	Jul	7	3	2007
20070722	7/22/2007	1	Sunday	Sun	22	203	30	July	Jul	7	3	2007
20070723	7/23/2007	2	Monday	Mon	23	204	30	July	Jul	7	3	2007
20070724	7/24/2007	3	Tuesday	Tue	24	205	30	July	Jul	7	3	2007
20070725	7/25/2007	4	Wednesday	Wed	25	206	30	July	Jul	7	3	2007
20070726	7/26/2007	5	Thursday	Thu	26	207	30	July	Jul	7	3	2007
20070727	7/27/2007	6	Friday	Fri	27	208	30	July	Jul	7	3	2007
20070728	7/28/2007	7	Saturday	Sat	28	209	30	July	Jul	7	3	2007
20070729	7/29/2007	1	Sunday	Sun	29	210	31	July	Jul	7	3	2007
20070730	7/30/2007	2	Monday	Mon	30	211	31	July	Jul	7	3	2007
20070731	7/31/2007	3	Tuesday	Tue	31	212	31	July	Jul	7	3	2007
20070801	8/1/2007	4	Wednesday	Wed	1	213	31	August	Aug	8	3	2007
20070802	8/2/2007	5	Thursday	Thu	2	214	31	August	Aug	8	3	2007
20070803	8/3/2007	6	Friday	Fri	3	215	31	August	Aug	8	3	2007
20070804	8/4/2007	7	Saturday	Sat	4	216	31	August	Aug	8	3	2007
20070805	8/5/2007	1	Sunday	Sun	5	217	32	August	Aug	8	3	2007
20070806	8/6/2007	2	Monday	Mon	6	218	32	August	Aug	8	3	2007
20070807	8/7/2007	3	Tuesday	Tue	7	219	32	August	Aug	8	3	2007
20070808	8/8/2007	4	Wednesday	Wed	8	220	32	August	Aug	8	3	2007
20070809	8/9/2007	5	Thursday	Thu	9	221	32	August	Aug	8	3	2007
20070810	8/10/2007	6	Friday	Fri	10	222	32	August	Aug	8	3	2007
20070811	8/11/2007	7	Saturday	Sat	11	223	32	August	Aug	8	3	2007
20070812	8/12/2007	1	Sunday	Sun	12	224	33	August	Aug	8	3	2007
20070813	8/13/2007	2	Monday	Mon	13	225	33	August	Aug	8	3	2007
20070814	8/14/2007	3	Tuesday	Tue	14	226	33	August	Aug	8	3	2007
20070815	8/15/2007	4	Wednesday	Wed	15	227	33	August	Aug	8	3	2007
20070816	8/16/2007	5	Thursday	Thu	16	228	33	August	Aug	8	3	2007
20070817	8/17/2007	6	Friday	Fri	17	229	33	August	Aug	8	3	2007
20070818	8/18/2007	7	Saturday	Sat	18	230	33	August	Aug	8	3	2007
20070819	8/19/2007	1	Sunday	Sun	19	231	34	August	Aug	8	3	2007
20070820	8/20/2007	2	Monday	Mon	20	232	34	August	Aug	8	3	2007
20070821	8/21/2007	3	Tuesday	Tue	21	233	34	August	Aug	8	3	2007
20070822	8/22/2007	4	Wednesday	Wed	22	234	34	August	Aug	8	3	2007
20070823	8/23/2007	5	Thursday	Thu	23	235	34	August	Aug	8	3	2007
20070824	8/24/2007	6	Friday	Fri	24	236	34	August	Aug	8	3	2007
20070825	8/25/2007	7	Saturday	Sat	25	237	34	August	Aug	8	3	2007
20070826	8/26/2007	1	Sunday	Sun	26	238	35	August	Aug	8	3	2007
20070827	8/27/2007	2	Monday	Mon	27	239	35	August	Aug	8	3	2007
20070828	8/28/2007	3	Tuesday	Tue	28	240	35	August	Aug	8	3	2007
20070829	8/29/2007	4	Wednesday	Wed	29	241	35	August	Aug	8	3	2007
20070830	8/30/2007	5	Thursday	Thu	30	242	35	August	Aug	8	3	2007
20070831	8/31/2007	6	Friday	Fri	31	243	35	August	Aug	8	3	2007
20070901	9/1/2007	7	Saturday	Sat	1	244	35	September	Sep	9	3	2007
20070902	9/2/2007	1	Sunday	Sun	2	245	36	September	Sep	9	3	2007
20070903	9/3/2007	2	Monday	Mon	3	246	36	September	Sep	9	3	2007
20070904	9/4/2007	3	Tuesday	Tue	4	247	36	September	Sep	9	3	2007
20070905	9/5/2007	4	Wednesday	Wed	5	248	36	September	Sep	9	3	2007
20070906	9/6/2007	5	Thursday	Thu	6	249	36	September	Sep	9	3	2007
20070907	9/7/2007	6	Friday	Fri	7	250	36	September	Sep	9	3	2007
20070908	9/8/2007	7	Saturday	Sat	8	251	36	September	Sep	9	3	2007
20070909	9/9/2007	1	Sunday	Sun	9	252	37	September	Sep	9	3	2007
20070910	9/10/2007	2	Monday	Mon	10	253	37	September	Sep	9	3	2007
20070911	9/11/2007	3	Tuesday	Tue	11	254	37	September	Sep	9	3	2007
20070912	9/12/2007	4	Wednesday	Wed	12	255	37	September	Sep	9	3	2007
20070913	9/13/2007	5	Thursday	Thu	13	256	37	September	Sep	9	3	2007
20070914	9/14/2007	6	Friday	Fri	14	257	37	September	Sep	9	3	2007
20070915	9/15/2007	7	Saturday	Sat	15	258	37	September	Sep	9	3	2007
20070916	9/16/2007	1	Sunday	Sun	16	259	38	September	Sep	9	3	2007
20070917	9/17/2007	2	Monday	Mon	17	260	38	September	Sep	9	3	2007
20070918	9/18/2007	3	Tuesday	Tue	18	261	38	September	Sep	9	3	2007
20070919	9/19/2007	4	Wednesday	Wed	19	262	38	September	Sep	9	3	2007
20070920	9/20/2007	5	Thursday	Thu	20	263	38	September	Sep	9	3	2007
20070921	9/21/2007	6	Friday	Fri	21	264	38	September	Sep	9	3	2007
20070922	9/22/2007	7	Saturday	Sat	22	265	38	September	Sep	9	3	2007
20070923	9/23/2007	1	Sunday	Sun	23	266	39	September	Sep	9	3	2007
20070924	9/24/2007	2	Monday	Mon	24	267	39	September	Sep	9	3	2007
20070925	9/25/2007	3	Tuesday	Tue	25	268	39	September	Sep	9	3	2007
20070926	9/26/2007	4	Wednesday	Wed	26	269	39	September	Sep	9	3	2007
20070927	9/27/2007	5	Thursday	Thu	27	270	39	September	Sep	9	3	2007
20070928	9/28/2007	6	Friday	Fri	28	271	39	September	Sep	9	3	2007
20070929	9/29/2007	7	Saturday	Sat	29	272	39	September	Sep	9	3	2007
20070930	9/30/2007	1	Sunday	Sun	30	273	40	September	Sep	9	3	2007
20071001	10/1/2007	2	Monday	Mon	1	274	40	October	Oct	10	4	2007
20071002	10/2/2007	3	Tuesday	Tue	2	275	40	October	Oct	10	4	2007
20071003	10/3/2007	4	Wednesday	Wed	3	276	40	October	Oct	10	4	2007
20071004	10/4/2007	5	Thursday	Thu	4	277	40	October	Oct	10	4	2007
20071005	10/5/2007	6	Friday	Fri	5	278	40	October	Oct	10	4	2007
20071006	10/6/2007	7	Saturday	Sat	6	279	40	October	Oct	10	4	2007
20071007	10/7/2007	1	Sunday	Sun	7	280	41	October	Oct	10	4	2007
20071008	10/8/2007	2	Monday	Mon	8	281	41	October	Oct	10	4	2007
20071009	10/9/2007	3	Tuesday	Tue	9	282	41	October	Oct	10	4	2007
20071010	10/10/2007	4	Wednesday	Wed	10	283	41	October	Oct	10	4	2007
20071011	10/11/2007	5	Thursday	Thu	11	284	41	October	Oct	10	4	2007
20071012	10/12/2007	6	Friday	Fri	12	285	41	October	Oct	10	4	2007
20071013	10/13/2007	7	Saturday	Sat	13	286	41	October	Oct	10	4	2007
20071014	10/14/2007	1	Sunday	Sun	14	287	42	October	Oct	10	4	2007
20071015	10/15/2007	2	Monday	Mon	15	288	42	October	Oct	10	4	2007
20071016	10/16/2007	3	Tuesday	Tue	16	289	42	October	Oct	10	4	2007
20071017	10/17/2007	4	Wednesday	Wed	17	290	42	October	Oct	10	4	2007
20071018	10/18/2007	5	Thursday	Thu	18	291	42	October	Oct	10	4	2007
20071019	10/19/2007	6	Friday	Fri	19	292	42	October	Oct	10	4	2007
20071020	10/20/2007	7	Saturday	Sat	20	293	42	October	Oct	10	4	2007
20071021	10/21/2007	1	Sunday	Sun	21	294	43	October	Oct	10	4	2007
20071022	10/22/2007	2	Monday	Mon	22	295	43	October	Oct	10	4	2007
20071023	10/23/2007	3	Tuesday	Tue	23	296	43	October	Oct	10	4	2007
20071024	10/24/2007	4	Wednesday	Wed	24	297	43	October	Oct	10	4	2007
20071025	10/25/2007	5	Thursday	Thu	25	298	43	October	Oct	10	4	2007
20071026	10/26/2007	6	Friday	Fri	26	299	43	October	Oct	10	4	2007
20071027	10/27/2007	7	Saturday	Sat	27	300	43	October	Oct	10	4	2007
20071028	10/28/2007	1	Sunday	Sun	28	301	44	October	Oct	10	4	2007
20071029	10/29/2007	2	Monday	Mon	29	302	44	October	Oct	10	4	2007
20071030	10/30/2007	3	Tuesday	Tue	30	303	44	October	Oct	10	4	2007
20071031	10/31/2007	4	Wednesday	Wed	31	304	44	October	Oct	10	4	2007
20071101	11/1/2007	5	Thursday	Thu	1	305	44	November	Nov	11	4	2007
20071102	11/2/2007	6	Friday	Fri	2	306	44	November	Nov	11	4	2007
20071103	11/3/2007	7	Saturday	Sat	3	307	44	November	Nov	11	4	2007
20071104	11/4/2007	1	Sunday	Sun	4	308	45	November	Nov	11	4	2007
20071105	11/5/2007	2	Monday	Mon	5	309	45	November	Nov	11	4	2007
20071106	11/6/2007	3	Tuesday	Tue	6	310	45	November	Nov	11	4	2007
20071107	11/7/2007	4	Wednesday	Wed	7	311	45	November	Nov	11	4	2007
20071108	11/8/2007	5	Thursday	Thu	8	312	45	November	Nov	11	4	2007
20071109	11/9/2007	6	Friday	Fri	9	313	45	November	Nov	11	4	2007
20071110	11/10/2007	7	Saturday	Sat	10	314	45	November	Nov	11	4	2007
20071111	11/11/2007	1	Sunday	Sun	11	315	46	November	Nov	11	4	2007
20071112	11/12/2007	2	Monday	Mon	12	316	46	November	Nov	11	4	2007
20071113	11/13/2007	3	Tuesday	Tue	13	317	46	November	Nov	11	4	2007
20071114	11/14/2007	4	Wednesday	Wed	14	318	46	November	Nov	11	4	2007
20071115	11/15/2007	5	Thursday	Thu	15	319	46	November	Nov	11	4	2007
20071116	11/16/2007	6	Friday	Fri	16	320	46	November	Nov	11	4	2007
20071117	11/17/2007	7	Saturday	Sat	17	321	46	November	Nov	11	4	2007
20071118	11/18/2007	1	Sunday	Sun	18	322	47	November	Nov	11	4	2007
20071119	11/19/2007	2	Monday	Mon	19	323	47	November	Nov	11	4	2007
20071120	11/20/2007	3	Tuesday	Tue	20	324	47	November	Nov	11	4	2007
20071121	11/21/2007	4	Wednesday	Wed	21	325	47	November	Nov	11	4	2007
20071122	11/22/2007	5	Thursday	Thu	22	326	47	November	Nov	11	4	2007
20071123	11/23/2007	6	Friday	Fri	23	327	47	November	Nov	11	4	2007
20071124	11/24/2007	7	Saturday	Sat	24	328	47	November	Nov	11	4	2007
20071125	11/25/2007	1	Sunday	Sun	25	329	48	November	Nov	11	4	2007
20071126	11/26/2007	2	Monday	Mon	26	330	48	November	Nov	11	4	2007
20071127	11/27/2007	3	Tuesday	Tue	27	331	48	November	Nov	11	4	2007
20071128	11/28/2007	4	Wednesday	Wed	28	332	48	November	Nov	11	4	2007
20071129	11/29/2007	5	Thursday	Thu	29	333	48	November	Nov	11	4	2007
20071130	11/30/2007	6	Friday	Fri	30	334	48	November	Nov	11	4	2007
20071201	12/1/2007	7	Saturday	Sat	1	335	48	December	Dec	12	4	2007
20071202	12/2/2007	1	Sunday	Sun	2	336	49	December	Dec	12	4	2007
20071203	12/3/2007	2	Monday	Mon	3	337	49	December	Dec	12	4	2007
20071204	12/4/2007	3	Tuesday	Tue	4	338	49	December	Dec	12	4	2007
20071205	12/5/2007	4	Wednesday	Wed	5	339	49	December	Dec	12	4	2007
20071206	12/6/2007	5	Thursday	Thu	6	340	49	December	Dec	12	4	2007
20071207	12/7/2007	6	Friday	Fri	7	341	49	December	Dec	12	4	2007
20071208	12/8/2007	7	Saturday	Sat	8	342	49	December	Dec	12	4	2007
20071209	12/9/2007	1	Sunday	Sun	9	343	50	December	Dec	12	4	2007
20071210	12/10/2007	2	Monday	Mon	10	344	50	December	Dec	12	4	2007
20071211	12/11/2007	3	Tuesday	Tue	11	345	50	December	Dec	12	4	2007
20071212	12/12/2007	4	Wednesday	Wed	12	346	50	December	Dec	12	4	2007
20071213	12/13/2007	5	Thursday	Thu	13	347	50	December	Dec	12	4	2007
20071214	12/14/2007	6	Friday	Fri	14	348	50	December	Dec	12	4	2007
20071215	12/15/2007	7	Saturday	Sat	15	349	50	December	Dec	12	4	2007
20071216	12/16/2007	1	Sunday	Sun	16	350	51	December	Dec	12	4	2007
20071217	12/17/2007	2	Monday	Mon	17	351	51	December	Dec	12	4	2007
20071218	12/18/2007	3	Tuesday	Tue	18	352	51	December	Dec	12	4	2007
20071219	12/19/2007	4	Wednesday	Wed	19	353	51	December	Dec	12	4	2007
20071220	12/20/2007	5	Thursday	Thu	20	354	51	December	Dec	12	4	2007
20071221	12/21/2007	6	Friday	Fri	21	355	51	December	Dec	12	4	2007
20071222	12/22/2007	7	Saturday	Sat	22	356	51	December	Dec	12	4	2007
20071223	12/23/2007	1	Sunday	Sun	23	357	52	December	Dec	12	4	2007
20071224	12/24/2007	2	Monday	Mon	24	358	52	December	Dec	12	4	2007
20071225	12/25/2007	3	Tuesday	Tue	25	359	52	December	Dec	12	4	2007
20071226	12/26/2007	4	Wednesday	Wed	26	360	52	December	Dec	12	4	2007
20071227	12/27/2007	5	Thursday	Thu	27	361	52	December	Dec	12	4	2007
20071228	12/28/2007	6	Friday	Fri	28	362	52	December	Dec	12	4	2007
20071229	12/29/2007	7	Saturday	Sat	29	363	52	December	Dec	12	4	2007
20071230	12/30/2007	1	Sunday	Sun	30	364	53	December	Dec	12	4	2007
20071231	12/31/2007	2	Monday	Mon	31	365	53	December	Dec	12	4	2007
20080101	1/1/2008	3	Tuesday	Tue	1	1	1	January	Jan	1	1	2008
20080102	1/2/2008	4	Wednesday	Wed	2	2	1	January	Jan	1	1	2008
20080103	1/3/2008	5	Thursday	Thu	3	3	1	January	Jan	1	1	2008
20080104	1/4/2008	6	Friday	Fri	4	4	1	January	Jan	1	1	2008
20080105	1/5/2008	7	Saturday	Sat	5	5	1	January	Jan	1	1	2008
20080106	1/6/2008	1	Sunday	Sun	6	6	2	January	Jan	1	1	2008
20080107	1/7/2008	2	Monday	Mon	7	7	2	January	Jan	1	1	2008
20080108	1/8/2008	3	Tuesday	Tue	8	8	2	January	Jan	1	1	2008
20080109	1/9/2008	4	Wednesday	Wed	9	9	2	January	Jan	1	1	2008
20080110	1/10/2008	5	Thursday	Thu	10	10	2	January	Jan	1	1	2008
20080111	1/11/2008	6	Friday	Fri	11	11	2	January	Jan	1	1	2008
20080112	1/12/2008	7	Saturday	Sat	12	12	2	January	Jan	1	1	2008
20080113	1/13/2008	1	Sunday	Sun	13	13	3	January	Jan	1	1	2008
20080114	1/14/2008	2	Monday	Mon	14	14	3	January	Jan	1	1	2008
20080115	1/15/2008	3	Tuesday	Tue	15	15	3	January	Jan	1	1	2008
20080116	1/16/2008	4	Wednesday	Wed	16	16	3	January	Jan	1	1	2008
20080117	1/17/2008	5	Thursday	Thu	17	17	3	January	Jan	1	1	2008
20080118	1/18/2008	6	Friday	Fri	18	18	3	January	Jan	1	1	2008
20080119	1/19/2008	7	Saturday	Sat	19	19	3	January	Jan	1	1	2008
20080120	1/20/2008	1	Sunday	Sun	20	20	4	January	Jan	1	1	2008
20080121	1/21/2008	2	Monday	Mon	21	21	4	January	Jan	1	1	2008
20080122	1/22/2008	3	Tuesday	Tue	22	22	4	January	Jan	1	1	2008
20080123	1/23/2008	4	Wednesday	Wed	23	23	4	January	Jan	1	1	2008
20080124	1/24/2008	5	Thursday	Thu	24	24	4	January	Jan	1	1	2008
20080125	1/25/2008	6	Friday	Fri	25	25	4	January	Jan	1	1	2008
20080126	1/26/2008	7	Saturday	Sat	26	26	4	January	Jan	1	1	2008
20080127	1/27/2008	1	Sunday	Sun	27	27	5	January	Jan	1	1	2008
20080128	1/28/2008	2	Monday	Mon	28	28	5	January	Jan	1	1	2008
20080129	1/29/2008	3	Tuesday	Tue	29	29	5	January	Jan	1	1	2008
20080130	1/30/2008	4	Wednesday	Wed	30	30	5	January	Jan	1	1	2008
20080131	1/31/2008	5	Thursday	Thu	31	31	5	January	Jan	1	1	2008
20080201	2/1/2008	6	Friday	Fri	1	32	5	February	Feb	2	1	2008
20080202	2/2/2008	7	Saturday	Sat	2	33	5	February	Feb	2	1	2008
20080203	2/3/2008	1	Sunday	Sun	3	34	6	February	Feb	2	1	2008
20080204	2/4/2008	2	Monday	Mon	4	35	6	February	Feb	2	1	2008
20080205	2/5/2008	3	Tuesday	Tue	5	36	6	February	Feb	2	1	2008
20080206	2/6/2008	4	Wednesday	Wed	6	37	6	February	Feb	2	1	2008
20080207	2/7/2008	5	Thursday	Thu	7	38	6	February	Feb	2	1	2008
20080208	2/8/2008	6	Friday	Fri	8	39	6	February	Feb	2	1	2008
20080209	2/9/2008	7	Saturday	Sat	9	40	6	February	Feb	2	1	2008
20080210	2/10/2008	1	Sunday	Sun	10	41	7	February	Feb	2	1	2008
20080211	2/11/2008	2	Monday	Mon	11	42	7	February	Feb	2	1	2008
20080212	2/12/2008	3	Tuesday	Tue	12	43	7	February	Feb	2	1	2008
20080213	2/13/2008	4	Wednesday	Wed	13	44	7	February	Feb	2	1	2008
20080214	2/14/2008	5	Thursday	Thu	14	45	7	February	Feb	2	1	2008
20080215	2/15/2008	6	Friday	Fri	15	46	7	February	Feb	2	1	2008
20080216	2/16/2008	7	Saturday	Sat	16	47	7	February	Feb	2	1	2008
20080217	2/17/2008	1	Sunday	Sun	17	48	8	February	Feb	2	1	2008
20080218	2/18/2008	2	Monday	Mon	18	49	8	February	Feb	2	1	2008
20080219	2/19/2008	3	Tuesday	Tue	19	50	8	February	Feb	2	1	2008
20080220	2/20/2008	4	Wednesday	Wed	20	51	8	February	Feb	2	1	2008
20080221	2/21/2008	5	Thursday	Thu	21	52	8	February	Feb	2	1	2008
20080222	2/22/2008	6	Friday	Fri	22	53	8	February	Feb	2	1	2008
20080223	2/23/2008	7	Saturday	Sat	23	54	8	February	Feb	2	1	2008
20080224	2/24/2008	1	Sunday	Sun	24	55	9	February	Feb	2	1	2008
20080225	2/25/2008	2	Monday	Mon	25	56	9	February	Feb	2	1	2008
20080226	2/26/2008	3	Tuesday	Tue	26	57	9	February	Feb	2	1	2008
20080227	2/27/2008	4	Wednesday	Wed	27	58	9	February	Feb	2	1	2008
20080228	2/28/2008	5	Thursday	Thu	28	59	9	February	Feb	2	1	2008
20080229	2/29/2008	6	Friday	Fri	29	60	9	February	Feb	2	1	2008
20080301	3/1/2008	7	Saturday	Sat	1	61	9	March	Mar	3	1	2008
20080302	3/2/2008	1	Sunday	Sun	2	62	10	March	Mar	3	1	2008
20080303	3/3/2008	2	Monday	Mon	3	63	10	March	Mar	3	1	2008
20080304	3/4/2008	3	Tuesday	Tue	4	64	10	March	Mar	3	1	2008
20080305	3/5/2008	4	Wednesday	Wed	5	65	10	March	Mar	3	1	2008
20080306	3/6/2008	5	Thursday	Thu	6	66	10	March	Mar	3	1	2008
20080307	3/7/2008	6	Friday	Fri	7	67	10	March	Mar	3	1	2008
20080308	3/8/2008	7	Saturday	Sat	8	68	10	March	Mar	3	1	2008
20080309	3/9/2008	1	Sunday	Sun	9	69	11	March	Mar	3	1	2008
20080310	3/10/2008	2	Monday	Mon	10	70	11	March	Mar	3	1	2008
20080311	3/11/2008	3	Tuesday	Tue	11	71	11	March	Mar	3	1	2008
20080312	3/12/2008	4	Wednesday	Wed	12	72	11	March	Mar	3	1	2008
20080313	3/13/2008	5	Thursday	Thu	13	73	11	March	Mar	3	1	2008
20080314	3/14/2008	6	Friday	Fri	14	74	11	March	Mar	3	1	2008
20080315	3/15/2008	7	Saturday	Sat	15	75	11	March	Mar	3	1	2008
20080316	3/16/2008	1	Sunday	Sun	16	76	12	March	Mar	3	1	2008
20080317	3/17/2008	2	Monday	Mon	17	77	12	March	Mar	3	1	2008
20080318	3/18/2008	3	Tuesday	Tue	18	78	12	March	Mar	3	1	2008
20080319	3/19/2008	4	Wednesday	Wed	19	79	12	March	Mar	3	1	2008
20080320	3/20/2008	5	Thursday	Thu	20	80	12	March	Mar	3	1	2008
20080321	3/21/2008	6	Friday	Fri	21	81	12	March	Mar	3	1	2008
20080322	3/22/2008	7	Saturday	Sat	22	82	12	March	Mar	3	1	2008
20080323	3/23/2008	1	Sunday	Sun	23	83	13	March	Mar	3	1	2008
20080324	3/24/2008	2	Monday	Mon	24	84	13	March	Mar	3	1	2008
20080325	3/25/2008	3	Tuesday	Tue	25	85	13	March	Mar	3	1	2008
20080326	3/26/2008	4	Wednesday	Wed	26	86	13	March	Mar	3	1	2008
20080327	3/27/2008	5	Thursday	Thu	27	87	13	March	Mar	3	1	2008
20080328	3/28/2008	6	Friday	Fri	28	88	13	March	Mar	3	1	2008
20080329	3/29/2008	7	Saturday	Sat	29	89	13	March	Mar	3	1	2008
20080330	3/30/2008	1	Sunday	Sun	30	90	14	March	Mar	3	1	2008
20080331	3/31/2008	2	Monday	Mon	31	91	14	March	Mar	3	1	2008
20080401	4/1/2008	3	Tuesday	Tue	1	92	14	April	Apr	4	2	2008
20080402	4/2/2008	4	Wednesday	Wed	2	93	14	April	Apr	4	2	2008
20080403	4/3/2008	5	Thursday	Thu	3	94	14	April	Apr	4	2	2008
20080404	4/4/2008	6	Friday	Fri	4	95	14	April	Apr	4	2	2008
20080405	4/5/2008	7	Saturday	Sat	5	96	14	April	Apr	4	2	2008
20080406	4/6/2008	1	Sunday	Sun	6	97	15	April	Apr	4	2	2008
20080407	4/7/2008	2	Monday	Mon	7	98	15	April	Apr	4	2	2008
20080408	4/8/2008	3	Tuesday	Tue	8	99	15	April	Apr	4	2	2008
20080409	4/9/2008	4	Wednesday	Wed	9	100	15	April	Apr	4	2	2008
20080410	4/10/2008	5	Thursday	Thu	10	101	15	April	Apr	4	2	2008
20080411	4/11/2008	6	Friday	Fri	11	102	15	April	Apr	4	2	2008
20080412	4/12/2008	7	Saturday	Sat	12	103	15	April	Apr	4	2	2008
20080413	4/13/2008	1	Sunday	Sun	13	104	16	April	Apr	4	2	2008
20080414	4/14/2008	2	Monday	Mon	14	105	16	April	Apr	4	2	2008
20080415	4/15/2008	3	Tuesday	Tue	15	106	16	April	Apr	4	2	2008
20080416	4/16/2008	4	Wednesday	Wed	16	107	16	April	Apr	4	2	2008
20080417	4/17/2008	5	Thursday	Thu	17	108	16	April	Apr	4	2	2008
20080418	4/18/2008	6	Friday	Fri	18	109	16	April	Apr	4	2	2008
20080419	4/19/2008	7	Saturday	Sat	19	110	16	April	Apr	4	2	2008
20080420	4/20/2008	1	Sunday	Sun	20	111	17	April	Apr	4	2	2008
20080421	4/21/2008	2	Monday	Mon	21	112	17	April	Apr	4	2	2008
20080422	4/22/2008	3	Tuesday	Tue	22	113	17	April	Apr	4	2	2008
20080423	4/23/2008	4	Wednesday	Wed	23	114	17	April	Apr	4	2	2008
20080424	4/24/2008	5	Thursday	Thu	24	115	17	April	Apr	4	2	2008
20080425	4/25/2008	6	Friday	Fri	25	116	17	April	Apr	4	2	2008
20080426	4/26/2008	7	Saturday	Sat	26	117	17	April	Apr	4	2	2008
20080427	4/27/2008	1	Sunday	Sun	27	118	18	April	Apr	4	2	2008
20080428	4/28/2008	2	Monday	Mon	28	119	18	April	Apr	4	2	2008
20080429	4/29/2008	3	Tuesday	Tue	29	120	18	April	Apr	4	2	2008
20080430	4/30/2008	4	Wednesday	Wed	30	121	18	April	Apr	4	2	2008
20080501	5/1/2008	5	Thursday	Thu	1	122	18	May	May	5	2	2008
20080502	5/2/2008	6	Friday	Fri	2	123	18	May	May	5	2	2008
20080503	5/3/2008	7	Saturday	Sat	3	124	18	May	May	5	2	2008
20080504	5/4/2008	1	Sunday	Sun	4	125	19	May	May	5	2	2008
20080505	5/5/2008	2	Monday	Mon	5	126	19	May	May	5	2	2008
20080506	5/6/2008	3	Tuesday	Tue	6	127	19	May	May	5	2	2008
20080507	5/7/2008	4	Wednesday	Wed	7	128	19	May	May	5	2	2008
20080508	5/8/2008	5	Thursday	Thu	8	129	19	May	May	5	2	2008
20080509	5/9/2008	6	Friday	Fri	9	130	19	May	May	5	2	2008
20080510	5/10/2008	7	Saturday	Sat	10	131	19	May	May	5	2	2008
20080511	5/11/2008	1	Sunday	Sun	11	132	20	May	May	5	2	2008
20080512	5/12/2008	2	Monday	Mon	12	133	20	May	May	5	2	2008
20080513	5/13/2008	3	Tuesday	Tue	13	134	20	May	May	5	2	2008
20080514	5/14/2008	4	Wednesday	Wed	14	135	20	May	May	5	2	2008
20080515	5/15/2008	5	Thursday	Thu	15	136	20	May	May	5	2	2008
20080516	5/16/2008	6	Friday	Fri	16	137	20	May	May	5	2	2008
20080517	5/17/2008	7	Saturday	Sat	17	138	20	May	May	5	2	2008
20080518	5/18/2008	1	Sunday	Sun	18	139	21	May	May	5	2	2008
20080519	5/19/2008	2	Monday	Mon	19	140	21	May	May	5	2	2008
20080520	5/20/2008	3	Tuesday	Tue	20	141	21	May	May	5	2	2008
20080521	5/21/2008	4	Wednesday	Wed	21	142	21	May	May	5	2	2008
20080522	5/22/2008	5	Thursday	Thu	22	143	21	May	May	5	2	2008
